Advertiser,Advertiser ID,Advertiser Currency,Insertion Order,Insertion Order ID,Line Item,Line Item ID,Date,Campaign,Campaign ID,Impressions,Billable Impressions,Clicks,Click Rate (CTR),Revenue (Adv Currency),Media Cost (Advertiser Currency),Start Views,1st Quartile Views,Midpoint Views,3rd Quartile Views,Complete Views,Video Completion Rate,Viewable Impressions,Measurable Impressions,Viewability,For Checking (Measurable-Impression),Start Views-Impression
CL00003,784915671,INR,IO01445|MPN - Visit Victoria- VV - EBD Drive H2 Campaign Jan'26 to Jun'26 IO|LI08678|Chinese - Video - Two,1025628248,LI08678|Chinese - Video - Two,23496660367,08/02/2026,CA01399,56525127,3015,3015,12,0.40%,130.016215,118.736269,2902,2595,2453,2315,2195,75.64%,2243,2879,77.91%,-136,-113
CL00003,784915671,INR,IO01445|MPN - Visit Victoria- VV - EBD Drive H2 Campaign Jan'26 to Jun'26 IO|LI08679|Hindi - Video - Two,1025628521,LI08679|Hindi - Video - Two,23491916801,08/02/2026,CA01399,56525127,2633,2633,12,0.46%,117.095446,106.93648,2569,1644,1189,1010,1937,75.40%,2219,2569,86.38%,-64,-64
CL00003,784915671,INR,IO01445|MPN - Visit Victoria- VV - EBD Drive H2 Campaign Jan'26 to Jun'26 IO|LI08680|Vietnamese - Video - Two,1026058660,LI08680|Vietnamese - Video - Two,23496660226,08/02/2026,CA01399,56525127,3345,3345,18,0.54%,142.91392,130.514995,3196,3077,2886,2774,2622,82.04%,2426,3190,76.05%,-155,-149
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08728|Mandarin - Banner,1025806674,LI08728|Mandarin - Banner,23502607137,08/02/2026,CA01400,56529529,4753,4753,19,0.40%,160.453711,146.533069,0,0,0,0,0,0.00%,3962,4560,86.89%,-193,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08729|Cantonese - Banner,1025805537,LI08729|Cantonese - Banner,23507638496,08/02/2026,CA01400,56529529,1973,1973,10,0.51%,75.708574,69.14025,0,0,0,0,0,0.00%,1606,1873,85.74%,-100,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08730|Dinka - Banner,1026149914,LI08730|Dinka - Banner,23502611220,08/02/2026,CA01400,56529529,1170,1170,5,0.43%,54.444993,49.721455,0,0,0,0,0,0.00%,844,1081,78.08%,-89,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08731|Arabic - Banner,1025805561,LI08731|Arabic - Banner,23512336459,08/02/2026,CA01400,56529529,2579,2579,10,0.39%,92.623308,84.587496,0,0,0,0,0,0.00%,2226,2522,88.26%,-57,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08732|Hindi - Banner,1025720399,LI08732|Hindi - Banner,23502611688,08/02/2026,CA01400,56529529,2299,2299,11,0.48%,80.475761,73.493846,0,0,0,0,0,0.00%,1937,2201,88.01%,-98,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08733|Punjabi - Banner,1025719442,LI08733|Punjabi - Banner,23507641673,08/02/2026,CA01400,56529529,3044,3044,12,0.39%,89.404041,81.647526,0,0,0,0,0,0.00%,2201,2868,76.74%,-176,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08734|Tongan - Banner,1026151009,LI08734|Tongan - Banner,23502612642,08/02/2026,CA01400,56529529,1307,1307,5,0.38%,52.968565,48.373119,0,0,0,0,0,0.00%,1012,1221,82.88%,-86,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08735|Fiji - Banner,1026151006,LI08735|Fiji - Banner,23502611238,08/02/2026,CA01400,56529529,1055,1055,5,0.47%,40.25204,36.759854,0,0,0,0,0,0.00%,751,977,76.87%,-78,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08736|Maori - Banner,1025704085,LI08736|Maori - Banner,23512335316,08/02/2026,CA01400,56529529,1101,1101,5,0.45%,45.432525,41.49089,0,0,0,0,0,0.00%,876,1027,85.30%,-74,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08737|Samon - Banner,1026150202,LI08737|Samon - Banner,23512336687,08/02/2026,CA01400,56529529,1138,1138,5,0.44%,42.147515,38.490881,0,0,0,0,0,0.00%,830,1085,76.50%,-53,0
CL00003,784915671,INR,IO01447|Zee5 - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08738|Hindi - Video,1026147718,LI08738|Hindi - Video,23507393741,08/02/2026,CA01401,56529487,1301,1301,6,0.46%,58.93247,53.819607,1209,911,465,260,952,78.74%,930,1225,75.92%,-76,-92
CL00003,784915671,INR,IO01447|Zee5 - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08739|Punjabi - Video,1026143188,LI08739|Punjabi - Video,23502363294,08/02/2026,CA01401,56529487,1339,1339,6,0.45%,60.340758,55.105715,1255,968,527,295,964,76.81%,999,1250,79.92%,-89,-84
CL00003,784915671,INR,IO01449|Medibank Overseas Campaign Feb'26 IO|LI08741|Indian - Banner,1026170023,LI08741|Indian - Banner,23505980358,08/02/2026,CA01403,56534494,3333,3333,16,0.48%,126.912946,115.902234,0,0,0,0,0,0.00%,2661,3146,84.58%,-187,0
CL00003,784915671,INR,IO01449|Medibank Overseas Campaign Feb'26 IO|LI08742|Indian - Interstitials,1025830959,LI08742|Indian - Interstitials,23505981267,08/02/2026,CA01403,56534494,2803,2803,15,0.54%,101.576272,92.763719,0,0,0,0,0,0.00%,2396,2749,87.16%,-54,0
CL00003,784915671,INR,IO01450|Zee5 - Medibank Overseas Feb'26 IO|LI08743|Indian Video,1025827575,LI08743|Indian Video,23506005357,08/02/2026,CA01404,56536625,5183,5183,21,0.41%,345.161652,315.216121,5028,1372,1092,910,4474,88.98%,4208,5011,83.98%,-172,-155
CL00003,784915671,INR,IO01451|MPN - VACC CALD B2B Campaign Jan'26 to Apr'26 IO|LI08744|Chinese - Banner,1025840763,LI08744|Chinese - Banner,23509018728,08/02/2026,CA01405,56538260,1398,1398,7,0.50%,46.03227,42.038603,0,0,0,0,0,0.00%,1098,1322,83.06%,-76,0
CL00003,784915671,INR,IO01452|Zee5 - KenoGo - February - Campaign Feb'26 IO|LI08745|Video - 15sec,1025748458,LI08745|Video - 15sec,23514263942,08/02/2026,CA01406,56561250,6355,6355,34,0.54%,502.780682,459.16044,6165,618,465,373,4896,79.42%,5298,6201,85.44%,-154,-190
CL00003,784915671,INR,IO01453|MPN - Chatswood Chase - Lunar New Year 2026 Campaign Feb'26 to Mar'26 IO|LI08746|Mandarin Interstitials,1025750261,LI08746|Mandarin Interstitials,23514783551,08/02/2026,CA01407,56539286,3590,3590,15,0.42%,117.369665,107.186909,0,0,0,0,0,0.00%,2724,3426,79.51%,-164,0
CL00003,784915671,INR,IO01453|MPN - Chatswood Chase - Lunar New Year 2026 Campaign Feb'26 to Mar'26 IO|LI08747|Cantonese Interstitials,1026190687,LI08747|Cantonese Interstitials,23519485879,08/02/2026,CA01407,56539286,3574,3574,19,0.53%,133.702455,122.102699,0,0,0,0,0,0.00%,2982,3419,87.22%,-155,0
CL00003,784915671,INR,IO01453|MPN - Chatswood Chase - Lunar New Year 2026 Campaign Feb'26 to Mar'26 IO|LI08748|Vietnamese Interstitials,1026192004,LI08748|Vietnamese Interstitials,23514810158,08/02/2026,CA01407,56539286,2611,2611,14,0.54%,98.90949,90.328301,0,0,0,0,0,0.00%,2198,2515,87.40%,-96,0
CL00003,784915671,INR,IO01453|MPN - Chatswood Chase - Lunar New Year 2026 Campaign Feb'26 to Mar'26 IO|LI08749|Korean Interstitials,1025851575,LI08749|Korean Interstitials,23514810164,08/02/2026,CA01407,56539286,2119,2119,11,0.52%,69.282194,63.27141,0,0,0,0,0,0.00%,1768,2037,86.79%,-82,0
CL00003,784915671,INR,IO01453|MPN - Chatswood Chase - Lunar New Year 2026 Campaign Feb'26 to Mar'26 IO|LI08750|Malaysian Interstitials,1026193177,LI08750|Malaysian Interstitials,23514811634,08/02/2026,CA01407,56539286,1412,1412,6,0.42%,54.989122,50.218376,0,0,0,0,0,0.00%,1141,1313,86.90%,-99,0
CL00003,784915671,INR,IO01454|MPN - Chatswood Chase - LNY Banner Campaign Feb'26 to Mar'26 IO|LI08751|Mandarin Banner,1026196018,LI08751|Mandarin Banner,23519774104,08/02/2026,CA01408,56538325,2168,2168,9,0.42%,70.037547,63.96123,0,0,0,0,0,0.00%,1774,2094,84.72%,-74,0
CL00003,784915671,INR,IO01454|MPN - Chatswood Chase - LNY Banner Campaign Feb'26 to Mar'26 IO|LI08752|Cantonese Banner,1025763710,LI08752|Cantonese Banner,23515103210,08/02/2026,CA01408,56538325,1810,1810,7,0.39%,71.545295,65.338169,0,0,0,0,0,0.00%,1373,1760,78.01%,-50,0
CL00003,784915671,INR,IO01454|MPN - Chatswood Chase - LNY Banner Campaign Feb'26 to Mar'26 IO|LI08753|Vietnamese Banner,1026190414,LI08753|Vietnamese Banner,23510063691,08/02/2026,CA01408,56538325,1607,1607,7,0.44%,59.266151,54.124339,0,0,0,0,0,0.00%,1198,1527,78.45%,-80,0
CL00003,784915671,INR,IO01454|MPN - Chatswood Chase - LNY Banner Campaign Feb'26 to Mar'26 IO|LI08754|Korean Banner,1025853732,LI08754|Korean Banner,23519776222,08/02/2026,CA01408,56538325,2033,2033,10,0.49%,62.506625,57.083676,0,0,0,0,0,0.00%,1748,1968,88.82%,-65,0
CL00003,784915671,INR,IO01457|MPN - WestHQ - Multicultural Awareness Campaign Feb'26 IO|LI08778|South Asian - Complimentary Gelato Valentine's Day - Banner,1026238573,LI08778|South Asian - Complimentary Gelato Valentine's Day - Banner,23528267644,08/02/2026,CA01366,56459421,1654,1654,7,0.42%,57.538258,52.546354,0,0,0,0,0,0.00%,1268,1559,81.33%,-95,0
CL00003,784915671,INR,IO01457|MPN - WestHQ - Multicultural Awareness Campaign Feb'26 IO|LI08779|South Asian - Complimentary Gelato Valentine's Day - Interstitials,1026238045,LI08779|South Asian - Complimentary Gelato Valentine's Day - Interstitials,23528266786,08/02/2026,CA01366,56459421,1744,1744,7,0.40%,62.941695,57.481,0,0,0,0,0,0.00%,1396,1691,82.55%,-53,0
CL00003,784915671,INR,IO01457|MPN - WestHQ - Multicultural Awareness Campaign Feb'26 IO|LI08780|Filipino - Complimentary Gelato Valentine's Day - Banner,1025903112,LI08780|Filipino - Complimentary Gelato Valentine's Day - Banner,23523608555,08/02/2026,CA01366,56459421,823,823,4,0.49%,33.494882,30.588933,0,0,0,0,0,0.00%,595,760,78.29%,-63,0
CL00003,784915671,INR,IO01457|MPN - WestHQ - Multicultural Awareness Campaign Feb'26 IO|LI08781|Filipino - Complimentary Gelato Valentine's Day - Interstitials,1025807849,LI08781|Filipino - Complimentary Gelato Valentine's Day - Interstitials,23518510485,08/02/2026,CA01366,56459421,805,805,3,0.37%,32.918257,30.062335,0,0,0,0,0,0.00%,588,710,82.82%,-95,0
CL00003,784915671,INR,IO01457|MPN - WestHQ - Multicultural Awareness Campaign Feb'26 IO|LI08782|Arabic - Complimentary Gelato Valentine's Day - Banner,1025901618,LI08782|Arabic - Complimentary Gelato Valentine's Day - Banner,23523607163,08/02/2026,CA01366,56459421,760,760,3,0.39%,26.177821,23.906686,0,0,0,0,0,0.00%,570,694,82.13%,-66,0
CL00003,784915671,INR,IO01457|MPN - WestHQ - Multicultural Awareness Campaign Feb'26 IO|LI08783|Arabic - Complimentary Gelato Valentine's Day - Interstitials,1026238249,LI08783|Arabic - Complimentary Gelato Valentine's Day - Interstitials,23518519905,08/02/2026,CA01366,56459421,813,813,4,0.49%,29.230868,26.694857,0,0,0,0,0,0.00%,655,746,87.80%,-67,0
CL00003,784915671,INR,IO01460|ACMI - Focus on Tony Leung Chiu-wai Campaign Feb'26 IO|LI08799|SCMP 15s Video,1025930238,LI08799|SCMP 15s Video,23524051332,08/02/2026,CA01414,56572980,1358,1358,6,0.44%,69.869378,63.807651,1263,878,681,527,1014,80.29%,985,1283,76.77%,-75,-95
CL00003,784915671,INR,IO01460|ACMI - Focus on Tony Leung Chiu-wai Campaign Feb'26 IO|LI08800|SCMP 30s Video,1025929161,LI08800|SCMP 30s Video,23529105359,08/02/2026,CA01414,56572980,1043,1043,4,0.38%,53.876743,49.202505,946,537,356,252,714,75.48%,779,957,81.40%,-86,-97
CL00003,784915671,INR,IO01460|ACMI - Focus on Tony Leung Chiu-wai Campaign Feb'26 IO|LI08801|ULifeStyle 15s Video,1025830052,LI08801|ULifeStyle 15s Video,23533781890,08/02/2026,CA01414,56572980,1958,1958,8,0.41%,120.854282,110.369207,1879,918,717,595,1533,81.59%,1579,1871,84.39%,-87,-79
CL00003,784915671,INR,IO01460|ACMI - Focus on Tony Leung Chiu-wai Campaign Feb'26 IO|LI08802|ULifeStyle 30s Video,1025830526,LI08802|ULifeStyle 30s Video,23533781971,08/02/2026,CA01414,56572980,1782,1782,9,0.51%,110.424093,100.843921,1694,594,456,384,1424,84.06%,1481,1730,85.61%,-52,-88
CL00003,784915671,INR,IO01462|Viber - Museums Vic - MV _ Museums Vic AO-CALD Campaign Feb'26 IO|LI08821|Vietnamese - Banner,1026294862,LI08821|Vietnamese - Banner,23533768928,08/02/2026,CA01416,56583219,3539,3539,19,0.54%,140.257458,128.089003,0,0,0,0,0,0.00%,2677,3374,79.34%,-165,0
CL00003,784915671,INR,IO01463|MPN - Museums Vic - MV _ Museums Vic AO-CALD Campaign Feb'26 to Jun'26 IO|LI08822|MPN - Vietnamese - Banner - Burst-1,1026293896,LI08822|MPN - Vietnamese - Banner - Burst-1,23528595291,08/02/2026,CA01417,56581533,4219,4219,19,0.45%,157.00482,143.383397,0,0,0,0,0,0.00%,3238,4020,80.55%,-199,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08826|Vietnamese - Banner,1026292093,LI08826|Vietnamese - Banner,23528178228,08/02/2026,CA01418,56556700,4113,4113,18,0.44%,153.58503,140.260301,0,0,0,0,0,0.00%,3437,3921,87.66%,-192,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08827|Mandarin - Banner,1026278938,LI08827|Mandarin - Banner,23528179164,08/02/2026,CA01418,56556700,4190,4190,16,0.38%,143.351956,130.915028,0,0,0,0,0,0.00%,3049,4056,75.17%,-134,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08828|Macedonian - Banner,1026290962,LI08828|Macedonian - Banner,23537930077,08/02/2026,CA01418,56556700,2209,2209,11,0.50%,80.065955,73.119594,0,0,0,0,0,0.00%,1823,2149,84.83%,-60,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08829|Arabic - Banner,1026292180,LI08829|Arabic - Banner,23533205882,08/02/2026,CA01418,56556700,3428,3428,14,0.41%,121.304576,110.780435,0,0,0,0,0,0.00%,2569,3257,78.88%,-171,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08830|Greek - Banner,1025852531,LI08830|Greek - Banner,23528184930,08/02/2026,CA01418,56556700,4012,4012,20,0.50%,146.013412,133.345582,0,0,0,0,0,0.00%,3197,3831,83.45%,-181,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08831|Punjabi - Banner,1026292189,LI08831|Punjabi - Banner,23528188008,08/02/2026,CA01418,56556700,2932,2932,15,0.51%,85.897054,78.444798,0,0,0,0,0,0.00%,2318,2846,81.45%,-86,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08832|Nepali - Banner,1025947497,LI08832|Nepali - Banner,23528181504,08/02/2026,CA01418,56556700,4282,4282,18,0.42%,174.552733,159.408889,0,0,0,0,0,0.00%,3336,4147,80.44%,-135,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08833|Russian - Banner,1026292096,LI08833|Russian - Banner,23533206407,08/02/2026,CA01418,56556700,612,612,3,0.49%,23.380403,21.351966,0,0,0,0,0,0.00%,415,550,75.45%,-62,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08834|Spanish - Banner,1026285538,LI08834|Spanish - Banner,23528186871,08/02/2026,CA01418,56556700,4185,4185,20,0.48%,159.963163,146.08508,0,0,0,0,0,0.00%,3108,4060,76.55%,-125,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08835|Italian - Banner,1025947650,LI08835|Italian - Banner,23533210493,08/02/2026,CA01418,56556700,3557,3557,17,0.48%,136.048056,124.2448,0,0,0,0,0,0.00%,2562,3408,75.18%,-149,0
